
# ===== 2026-09-22 03:41:36 KST  D1V3160000 attempt 3  testbed D1 prior S  Nr=8 Nt=4
# DEVICE      : cuda | cuda_available=True | NVIDIA RTX PRO 6000 Blackwell Server Edition | torch 2.14.0+cu130 | train dtype float32 (01_RULES §9.5)
# data        : n_train=144000 n_val=16000 split_hash=c55ca8380705f89d E||H||_F^2/(NrNt)=0.999828 (04_SPEC §2)
# sigma grid  : MEASURED, 20 points, log-uniform draw over [3.2936e-02, 7.9084e-01]
# hp          : {'arch': 'dit', 'param': 'vp', 'domain': 'angle', 'lr': 0.000746015350530356, 'ema': 0.999, 'batch': 256, 'emb': 256, 'width': 64, 'depth': 6, 'heads': 8, 'patch': 1}  params=479426
# stopping    : patience 20 on val loss, never before 200 epochs, max 3000 (01_RULES §5)
# jac_reg     : V3, loss += 1.0 * E_v||(J-J^T)v||^2, J = d tweedie_real/dx, 1 Rademacher probe/sample, lambda FIXED (10_SPEC_stageC §3b, never tuned). val loss / early stopping unchanged (pure DSM).
epoch   55 | train 7.630955e-01 | val 7.605429e-01 |  82.273 s | best 7.564061e-01 @34 | asym_reg 8.130676e-03 | gnorm mean 1.043e+00 max 1.067e+01
epoch   56 | train 7.665612e-01 | val 7.602221e-01 |  80.168 s | best 7.564061e-01 @34 | asym_reg 8.435017e-03 | gnorm mean 1.635e+00 max 9.461e+01
epoch   57 | train 7.684451e-01 | val 7.616292e-01 |  80.210 s | best 7.564061e-01 @34 | asym_reg 7.714139e-03 | gnorm mean 1.601e+00 max 3.075e+01
epoch   58 | train 7.661499e-01 | val 7.613844e-01 |  84.293 s | best 7.564061e-01 @34 | asym_reg 6.713008e-03 | gnorm mean 1.805e+00 max 1.905e+01
epoch   59 | train 7.752499e-01 | val 7.594784e-01 |  89.272 s | best 7.564061e-01 @34 | asym_reg 7.070263e-03 | gnorm mean 3.402e+00 max 3.754e+01
epoch   60 | train 7.654001e-01 | val 7.660212e-01 |  80.172 s | best 7.564061e-01 @34 | asym_reg 6.452529e-03 | gnorm mean 2.350e+00 max 4.221e+01
epoch   61 | train 7.631207e-01 | val 7.595156e-01 |  79.932 s | best 7.564061e-01 @34 | asym_reg 5.625906e-03 | gnorm mean 8.945e-01 max 1.140e+01
epoch   62 | train 7.629389e-01 | val 7.583342e-01 |  78.899 s | best 7.564061e-01 @34 | asym_reg 7.253347e-03 | gnorm mean 1.142e+00 max 4.841e+00
epoch   63 | train 7.650116e-01 | val 7.585973e-01 |  58.352 s | best 7.564061e-01 @34 | asym_reg 7.931400e-03 | gnorm mean 1.261e+00 max 4.474e+00
epoch   64 | train 7.747296e-01 | val 7.582099e-01 |  62.140 s | best 7.564061e-01 @34 | asym_reg 7.500819e-03 | gnorm mean 1.686e+00 max 8.027e+01
epoch   65 | train 7.755258e-01 | val 7.647197e-01 |  69.438 s | best 7.564061e-01 @34 | asym_reg 5.968960e-03 | gnorm mean 1.845e+00 max 1.980e+01
epoch   66 | train 7.715416e-01 | val 7.659300e-01 |  64.424 s | best 7.564061e-01 @34 | asym_reg 5.349265e-03 | gnorm mean 1.411e+00 max 1.516e+01
epoch   67 | train 7.688269e-01 | val 7.674735e-01 |  64.471 s | best 7.564061e-01 @34 | asym_reg 5.491175e-03 | gnorm mean 9.966e-01 max 5.770e+00
epoch   68 | train 7.684360e-01 | val 7.672903e-01 |  64.423 s | best 7.564061e-01 @34 | asym_reg 6.314845e-03 | gnorm mean 2.123e+00 max 2.097e+02
epoch   69 | train 7.647116e-01 | val 7.662215e-01 |  64.432 s | best 7.564061e-01 @34 | asym_reg 4.905528e-03 | gnorm mean 6.511e-01 max 2.510e+00
epoch   70 | train 7.650389e-01 | val 7.652338e-01 |  64.154 s | best 7.564061e-01 @34 | asym_reg 5.417435e-03 | gnorm mean 1.089e+00 max 9.402e+00
epoch   71 | train 7.641464e-01 | val 7.644070e-01 |  64.260 s | best 7.564061e-01 @34 | asym_reg 6.262359e-03 | gnorm mean 1.140e+00 max 1.102e+01
epoch   72 | train 7.644260e-01 | val 7.626621e-01 |  64.243 s | best 7.564061e-01 @34 | asym_reg 6.301765e-03 | gnorm mean 1.241e+00 max 7.366e+00
epoch   73 | train 7.644211e-01 | val 7.620499e-01 |  64.170 s | best 7.564061e-01 @34 | asym_reg 6.629913e-03 | gnorm mean 1.044e+00 max 3.900e+00
epoch   74 | train 7.660253e-01 | val 7.621275e-01 |  64.210 s | best 7.564061e-01 @34 | asym_reg 6.086263e-03 | gnorm mean 9.620e-01 max 5.372e+00
epoch   75 | train 7.658593e-01 | val 7.622998e-01 |  30.838 s | best 7.564061e-01 @34 | asym_reg 7.736031e-03 | gnorm mean 1.846e+00 max 4.450e+01
epoch   76 | train 7.625561e-01 | val 7.611646e-01 |  26.643 s | best 7.564061e-01 @34 | asym_reg 5.961126e-03 | gnorm mean 1.102e+00 max 2.093e+01
epoch   77 | train 7.669876e-01 | val 7.602711e-01 |  26.533 s | best 7.564061e-01 @34 | asym_reg 7.030829e-03 | gnorm mean 1.447e+00 max 8.894e+00
epoch   78 | train 7.624337e-01 | val 7.611567e-01 |  42.648 s | best 7.564061e-01 @34 | asym_reg 5.968787e-03 | gnorm mean 1.127e+00 max 2.910e+00
epoch   79 | train 7.593201e-01 | val 7.592536e-01 |  63.242 s | best 7.564061e-01 @34 | asym_reg 5.678208e-03 | gnorm mean 1.867e+00 max 9.511e+00
epoch   80 | train 7.642068e-01 | val 7.587004e-01 |  63.506 s | best 7.564061e-01 @34 | asym_reg 6.005669e-03 | gnorm mean 1.903e+00 max 2.680e+01
epoch   81 | train 7.617617e-01 | val 7.579204e-01 |  64.576 s | best 7.564061e-01 @34 | asym_reg 5.652398e-03 | gnorm mean 1.012e+00 max 6.748e+00
epoch   82 | train 7.584209e-01 | val 7.569522e-01 |  62.453 s | best 7.564061e-01 @34 | asym_reg 5.780698e-03 | gnorm mean 1.185e+00 max 5.295e+00
epoch   83 | train 7.646378e-01 | val 7.574814e-01 |  63.441 s | best 7.564061e-01 @34 | asym_reg 7.608909e-03 | gnorm mean 2.880e+00 max 2.670e+02
epoch   84 | train 7.607816e-01 | val 7.577044e-01 |  63.202 s | best 7.564061e-01 @34 | asym_reg 6.532904e-03 | gnorm mean 1.799e+00 max 3.820e+01
epoch   85 | train 7.660774e-01 | val 7.581246e-01 |  64.151 s | best 7.564061e-01 @34 | asym_reg 6.248603e-03 | gnorm mean 1.853e+00 max 1.661e+01
epoch   86 | train 7.670799e-01 | val 7.588495e-01 |  63.362 s | best 7.564061e-01 @34 | asym_reg 1.121184e-02 | gnorm mean 7.336e+01 max 1.364e+04
epoch   87 | train 7.591239e-01 | val 7.589591e-01 |  63.819 s | best 7.564061e-01 @34 | asym_reg 4.775567e-03 | gnorm mean 2.232e+00 max 7.443e+00
